date,first_changed_at,last_changed_at,changes,foreign_fee_percent,camnosa_base_first,camnosa_base_latest,camnosa_base_min,camnosa_base_max,camnosa_effective_first,camnosa_effective_latest,camnosa_effective_min,camnosa_effective_max,visa_base_first,visa_base_latest,visa_base_min,visa_base_max,visa_effective_first,visa_effective_latest,visa_effective_min,visa_effective_max,mastercard_base_first,mastercard_base_latest,mastercard_base_min,mastercard_base_max,mastercard_effective_first,mastercard_effective_latest,mastercard_effective_min,mastercard_effective_max,best_first,best_latest
2026-08-17,2026-08-17T18:25:38-06:00,2026-08-17T18:25:38-06:00,1,3.000000,16.300000,16.300000,16.300000,16.300000,16.300000,16.300000,16.300000,16.300000,17.021800,17.021800,17.021800,17.021800,16.526019,16.526019,16.526019,16.526019,16.999691,16.999691,16.999691,16.999691,16.504554,16.504554,16.504554,16.504554,VISA,VISA
